,Unnamed: 0,date_stolen,frame_colors,frame_model,id,is_stock_img,large_img,manufacturer_name,serial,stolen,stolen_location,thumb,title,year,stolen_zipcode,year_stolen
14389,14389,2017-06-12 06:00:00,['Black'],Ajax,210814,False,,Spot,2201209068068,True,"Palo Alto,CA,94303",,2015 Spot Ajax,2015.0,94303,2017
14395,14395,2017-06-12 06:00:00,['Black'],Century comp ,123499,False,,Motobecane,AK05507,True,"San Jose,CA,95133",,2010 Motobecane Century comp,2010.0,95133,2017
14400,14400,2017-06-12 06:00:00,['Black'],Ajax,210814,False,,Spot,2201209068068,True,"Palo Alto,CA,94303",,2015 Spot Ajax,2015.0,94303,2017
14401,14401,2017-06-12 03:08:26,"['Silver, gray or bare metal']",TCR SL 2,123374,False,,Giant,absent,True,"San Francisco,CA,94101",,Giant TCR SL 2,,94101,2017
14402,14402,2017-06-12 03:08:23,"['Silver, gray or bare metal']",TCR SL 2,123373,False,,Giant,absent,True,"San Francisco,CA,94101",,Giant TCR SL 2,,94101,2017
14408,14408,2017-06-11 06:00:00,['Red'],Whirlwind,110739,False,https://files.bikeindex.org/uploads/Pu/84496/large_IMG_20170515_171614.jpg,K2,ICK26K7135,True,"San Francsico,CA,94114",https://files.bikeindex.org/uploads/Pu/84496/small_IMG_20170515_171614.jpg,K2 Whirlwind,,94114,2017
14412,14412,2017-06-11 06:00:00,['Black'],1.1d,123235,False,,Fuji,dbd210l0919k,True,"Novato,CA,94949",,2015 Fuji 1.1d,2015.0,94949,2017
14415,14415,2017-06-11 06:00:00,"['Silver, gray or bare metal', 'Black']",ALUXX-grade aluminum,123439,False,https://files.bikeindex.org/uploads/Pu/87801/large_Contend-3-Black-Gray.jpg,Giant,C1CC4986,True,"San Francisco,CA,94103",https://files.bikeindex.org/uploads/Pu/87801/small_Contend-3-Black-Gray.jpg,2017 Giant ALUXX-grade aluminum,2017.0,94103,2017
14422,14422,2017-06-11 06:00:00,"['Black', 'Red']",Sirrus,124797,False,,Specialized,WSBC602319055L,True,"San Francisco,CA,94103",,2015 Specialized Sirrus,2015.0,94103,2017
14426,14426,2017-06-10 16:26:25,['Blue'],Diamondback Insight 2 XL,123114,False,,Diamondback,DAU16M002273,True,"San Diego,CA,92122",,2017 Diamondback Diamondback Insight 2 XL,2017.0,92122,2017
14427,14427,2017-06-10 06:00:00,['Black'],Revel 29er 2 XL,123142,False,https://files.bikeindex.org/uploads/Pu/87465/large_LR_IMG_0344.jpg,Giant,C1CC3971,True,"San Ramon,CA,94582",https://files.bikeindex.org/uploads/Pu/87465/small_LR_IMG_0344.jpg,2017 Giant Revel 29er 2 XL,2017.0,94582,2017
14429,14429,2017-06-10 06:00:00,['Orange'],Roubaix,123167,False,,Fuji,absent,True,"San Francisco,CA,94110",,2017 Fuji Roubaix,2017.0,94110,2017
14433,14433,2017-06-10 06:00:00,['Green'],Quantum,123108,False,https://files.bikeindex.org/uploads/Pu/87441/large_bike.jpg,Klein Bikes,absent,True,"San Francisco,CA,94103",https://files.bikeindex.org/uploads/Pu/87441/small_bike.jpg,Klein Bikes Quantum,,94103,2017
14434,14434,2017-06-10 06:00:00,['Blue'],Insight 2,123120,False,,Diamondback,DAV15L011453,True,"Sunnyvale,CA,94086",,2016 Diamondback Insight 2,2016.0,94086,2017
14444,14444,2017-06-10 06:00:00,['Blue'],R800,123294,False,,Cannondale,absent,True,"Los Angeles,CA,90064",,Cannondale R800,,90064,2017
14460,14460,2017-06-09 06:00:00,['Brown'],Speciale CX,123037,False,https://files.bikeindex.org/uploads/Pu/87373/large_IMAG0023.jpg,Masi,absent,True,"San Francisco,CA,94105",https://files.bikeindex.org/uploads/Pu/87373/small_IMAG0023.jpg,2009 Masi Speciale CX,2009.0,94105,2017
14462,14462,2017-06-09 06:00:00,['White'],V110F,122960,False,,Felt,FT5991S5IF09814E,True,"San Jose,CA,95112",,2015 Felt V110F,2015.0,95112,2017
14467,14467,2017-06-09 06:00:00,"['Black', 'Yellow or Gold']",Roubaix,123047,False,,Specialized,absent,True,"San Francisco,94123",,Specialized Roubaix,,94123,2017
14468,14468,2017-06-09 06:00:00,['Black'],Bad Boy 9,123076,True,https://bikebook.s3.amazonaws.com/uploads/Fr/9820/c_13_3BB9_bbq_4.png,Cannondale,absent,True,"Los Angeles,CA,90017",https://bikebook.s3.amazonaws.com/uploads/Fr/9820/small_c_13_3BB9_bbq_4.png,2013 Cannondale Bad Boy 9,2013.0,90017,2017
14476,14476,2017-06-08 15:34:31,"['Black', 'Orange']",transonic 2.3 16,122876,False,https://files.bikeindex.org/uploads/Pu/87203/large_IMG_3944.JPG,Fuji,WBD230M4071L,True,"Pasidena,CA",https://files.bikeindex.org/uploads/Pu/87203/small_IMG_3944.JPG,2016 Fuji transonic 2.3 16,2016.0,,2017
14492,14492,2017-06-08 06:00:00,['Green'],Trek,121989,False,https://files.bikeindex.org/uploads/Pu/86521/large_14963476636692107655494.jpg,Other,tbi2712,True,"Venice,CA,90291",https://files.bikeindex.org/uploads/Pu/86521/small_14963476636692107655494.jpg,2017 Other Trek,2017.0,90291,2017
14493,14493,2017-06-08 06:00:00,['Blue'],400T,122931,False,,Trek,309010,True,"San Francisco,CA,94107",,1987 Trek 400T,1987.0,94107,2017
14498,14498,2017-06-08 06:00:00,['Black'],Catalyst 4,122925,False,,Cannondale,absent,True,"Long Beach,CA,92618",,2017 Cannondale Catalyst 4,2017.0,92618,2017
14500,14500,2017-06-07 23:54:35,"['Silver, gray or bare metal']",Coda Elite,122813,False,,Jamis,mto4069125,True,"Hayward,CA,94545",,Jamis Coda Elite,,94545,2017
14508,14508,2017-06-07 06:00:00,['Black'],Street fighter ,122735,False,https://files.bikeindex.org/uploads/Pu/87100/large_IMG_0092.JPG,Broakland,balls02,True,"Oakland,CA,94607",https://files.bikeindex.org/uploads/Pu/87100/small_IMG_0092.JPG,Broakland Street fighter,,94607,2017
14510,14510,2017-06-07 06:00:00,"['Purple', 'Blue']",Flight 1000,122734,False,https://files.bikeindex.org/uploads/Pu/87099/large_IMG_0392.JPG,KHS Bicycles,absent,True,"Oakland,CA,94607",https://files.bikeindex.org/uploads/Pu/87099/small_IMG_0392.JPG,1996 KHS Bicycles Flight 1000,1996.0,94607,2017
14512,14512,2017-06-07 06:00:00,['Red'],Macaframa,122737,False,https://files.bikeindex.org/uploads/Pu/87101/large_IMG_2064.JPG,Raleigh,absent,True,"Oakland,CA,94607",https://files.bikeindex.org/uploads/Pu/87101/small_IMG_2064.JPG,2013 Raleigh Macaframa,2013.0,94607,2017
14513,14513,2017-06-07 06:00:00,"['Silver, gray or bare metal']",Work frame ,122736,False,,Cinelli,absent,True,"Oakland,CA,94607",,2017 Cinelli Work frame,2017.0,94607,2017
14521,14521,2017-06-07 06:00:00,['Black'],Escape,122860,False,https://files.bikeindex.org/uploads/Pu/87195/large_Escape-3-Black-Gray.jpg,Giant,ccbd1948,True,"San Francisco,94107",https://files.bikeindex.org/uploads/Pu/87195/small_Escape-3-Black-Gray.jpg,2017 Giant Escape,2017.0,94107,2017
14524,14524,2017-06-07 06:00:00,"['Black', 'Blue']",The Hour,122889,False,https://files.bikeindex.org/uploads/Pu/87213/large_IMG_1048.jpg,Windsor,CYIBC10G01907,True,"San Francisco,CA,94103",https://files.bikeindex.org/uploads/Pu/87213/small_IMG_1048.jpg,2010 Windsor The Hour,2010.0,94103,2017
14527,14527,2017-06-07 06:00:00,['Black'],Defy 2 Advanced,122826,False,https://files.bikeindex.org/uploads/Pu/87163/large_Screen_Shot_2017-06-07_at_7.15.03_PM.png,Giant,G45Z1693TEMP1241260,True,"San Francisco,CA,94107",https://files.bikeindex.org/uploads/Pu/87163/small_Screen_Shot_2017-06-07_at_7.15.03_PM.png,2016 Giant Defy 2 Advanced,2016.0,94107,2017
14541,14541,2017-06-07 02:56:56,['Black'],MKX,122720,False,,Specialized,DAF14H003299,True,"Suisun City,CA,94585",,2015 Specialized MKX,2015.0,94585,2017
14545,14545,2017-06-06 17:04:40,['Pink'],454,122618,False,,Zycle Fix,KYN14010019,True,"Davis,CA,95618",,Zycle Fix 454,,95618,2017
14547,14547,2017-06-06 06:00:00,['Blue'],miyata 512 with a 650c front wheel,122907,False,,Miyata,absent,True,"Oakland,CA,94608",,1976 Miyata miyata 512 with a 650c front wheel,1976.0,94608,2017
14551,14551,2017-06-06 06:00:00,"['Silver, gray or bare metal']",Elite,374502,False,,Sirrus,WUD80510469D,True,"San Diego,CA,92182",,2017 Sirrus Elite,2017.0,92182,2017
14555,14555,2017-06-06 06:00:00,['Red'],Pacer,122626,False,,Smartmotion,JL160702280,True,"San Diego,CA,92121",,2017 Smartmotion Pacer,2017.0,92121,2017
14561,14561,2017-06-06 06:00:00,['Teal'],Veloce,122622,False,https://files.bikeindex.org/uploads/Pu/87037/large_IMG_6573__1_.JPG,Bianchi,absent,True,"Los Angeles,CA,90025",https://files.bikeindex.org/uploads/Pu/87037/small_IMG_6573__1_.JPG,1998 Bianchi Veloce,1998.0,90025,2017
14565,14565,2017-06-06 06:00:00,['Green'],Tokyo,122866,False,https://files.bikeindex.org/uploads/Pu/87199/large_IMG_7927.JPG,Citizen Bike,A512050604,True,"San Francisco,CA,94102",https://files.bikeindex.org/uploads/Pu/87199/small_IMG_7927.JPG,2017 Citizen Bike Tokyo,2017.0,94102,2017
14574,14574,2017-06-06 03:00:19,['White'],,122567,False,,Trek,WTU190C6579K,True,"San Jose,CA,95134",,2016 Trek,2016.0,95134,2017
14583,14583,2017-06-05 07:37:10,"['Black', 'White', 'Purple']",Lexa S C,122412,False,https://files.bikeindex.org/uploads/Pu/86813/large_IMG_9203.JPG,Trek,WTU107C2463k,True,"Berkeley,CA,94720",https://files.bikeindex.org/uploads/Pu/86813/small_IMG_9203.JPG,2015 Trek Lexa S C,2015.0,94720,2017
14584,14584,2017-06-05 06:00:00,"['Black', 'Green']",,122842,False,https://files.bikeindex.org/uploads/Pu/87165/large_IMG_2318.JPG,Karakoram,absent,True,"Oceanside,CA,92058",https://files.bikeindex.org/uploads/Pu/87165/small_IMG_2318.JPG,2012 Karakoram,2012.0,92058,2017
14594,14594,2017-06-05 06:00:00,"['Silver, gray or bare metal']",,122575,False,https://files.bikeindex.org/uploads/Pu/87004/large_IMG_3498.JPG,Vanmoof,KFB0069114,True,"San Francisco,CA,94107",https://files.bikeindex.org/uploads/Pu/87004/small_IMG_3498.JPG,2016 Vanmoof,2016.0,94107,2017
14612,14612,2017-06-05 06:00:00,"['Silver, gray or bare metal']",,122575,False,https://files.bikeindex.org/uploads/Pu/87004/large_IMG_3498.JPG,Vanmoof,KFB0069114,True,"San Francisco,CA,94107",https://files.bikeindex.org/uploads/Pu/87004/small_IMG_3498.JPG,2016 Vanmoof,2016.0,94107,2017
14617,14617,2017-06-05 06:00:00,['Green'],FLAT BAR CROSS-CHECK,123445,False,,Surly,absent,True,"Studio City,CA,91604",,2017 Surly FLAT BAR CROSS-CHECK,2017.0,91604,2017
14618,14618,2017-06-05 06:00:00,"['Black', 'Green']",,122842,False,https://files.bikeindex.org/uploads/Pu/87165/large_IMG_2318.JPG,Karakoram,absent,True,"Oceanside,CA,92058",https://files.bikeindex.org/uploads/Pu/87165/small_IMG_2318.JPG,2012 Karakoram,2012.0,92058,2017
14621,14621,2017-06-05 06:00:00,['White'],Tango 5,122419,False,,Cannondale,AM08480,True,"Apple Valley,CA,92307",,2015 Cannondale Tango 5,2015.0,92307,2017
14624,14624,2017-06-05 06:00:00,['Red'],TwinCity 7-speed,122437,False,https://files.bikeindex.org/uploads/Pu/86955/large_url.jpg,Civia,FE2A0370,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/86955/small_url.jpg,2014 Civia TwinCity 7-speed,2014.0,94110,2017
14639,14639,2017-06-04 06:00:00,['Black'],Escape 2,64406,False,,Giant,C44L4499,True,"Santa Cruz,CA,95064-1076",,2014 Giant Escape 2,2014.0,95064,2017
14649,14649,2017-06-04 06:00:00,"['Blue', 'Silver, gray or bare metal']",Navigator 100,123509,True,https://bikebook.s3.amazonaws.com/uploads/Fr/2615/asset_upload_file985_3582.jpg,Trek,absent,True,"Sacramento,CA,95823",https://bikebook.s3.amazonaws.com/uploads/Fr/2615/small_asset_upload_file985_3582.jpg,2005 Trek Navigator 100,2005.0,95823,2017
14650,14650,2017-06-04 06:00:00,"['Red', 'Silver, gray or bare metal', 'Black']",Zebrano,122724,False,https://files.bikeindex.org/uploads/Pu/87096/large_steve_s_bike_Photo_-_Gary_Fisher___-_Date_of_Purchase_12-4-2013.jpg,Gary Fisher,wtu113c1862c,True,"San Francisco,94108",https://files.bikeindex.org/uploads/Pu/87096/small_steve_s_bike_Photo_-_Gary_Fisher___-_Date_of_Purchase_12-4-2013.jpg,1998 Gary Fisher Zebrano,1998.0,94108,2017
14651,14651,2017-06-04 06:00:00,"['Silver, gray or bare metal']",7.2 fx wsd Charcoal - 15,122509,False,https://files.bikeindex.org/uploads/Pu/86891/large_WEB_Image_14061411.Png,Trek,wtu318c2302k,True,"Los Angeles,CA,90025",https://files.bikeindex.org/uploads/Pu/86891/small_WEB_Image_14061411.Png,2016 Trek 7.2 fx wsd Charcoal - 15,2016.0,90025,2017
14657,14657,2017-06-04 06:00:00,['Green'],,122383,False,https://files.bikeindex.org/uploads/Pu/86804/large_905853_10203097741218561_7922815723776451782_o.jpg,Bianchi,absent,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/86804/small_905853_10203097741218561_7922815723776451782_o.jpg,Bianchi,,94110,2017
14659,14659,2017-06-04 06:00:00,"['Silver, gray or bare metal']",Diamondback,91826,False,https://files.bikeindex.org/uploads/Pu/86944/large_Front_view_1.jpg,Other,DAP13C012693,True,"Los Angeles,CA,90025",https://files.bikeindex.org/uploads/Pu/86944/small_Front_view_1.jpg,2014 Other Diamondback,2014.0,90025,2017
14662,14662,2017-06-03 18:40:55,['Black'],Marin 15 Rigt Zone C-XCB 17'',122190,False,,Marin Bikes,FA15116LDC132,True,"San Francisco,94131",,2015 Marin Bikes Marin 15 Rigt Zone C-XCB 17'',2015.0,94131,2017
14665,14665,2017-06-03 06:00:00,['White'],8.5 DS 17.5 WT,122898,False,,Trek,wtu106c1125k,True,"Fullerton,CA,92832",,2016 Trek 8.5 DS 17.5 WT,2016.0,92832,2017
14671,14671,2017-06-03 06:00:00,['White'],Sunfire 2.0,122204,False,https://files.bikeindex.org/uploads/Pu/86700/large_IMG_20150127_082754.jpg,Fuji,absent,True,"Los Angeles,CA,90034",https://files.bikeindex.org/uploads/Pu/86700/small_IMG_20150127_082754.jpg,2015 Fuji Sunfire 2.0,2015.0,90034,2017
14673,14673,2017-06-03 06:00:00,"['Black', 'Silver, gray or bare metal']",Catalyst 4,122191,False,https://files.bikeindex.org/uploads/Pu/86684/large_cannondale-catalyst-2-copy-238774-11.jpg,Cannondale,MB07858,True,"Irvine,CA,92617",https://files.bikeindex.org/uploads/Pu/86684/small_cannondale-catalyst-2-copy-238774-11.jpg,2016 Cannondale Catalyst 4,2016.0,92617,2017
14675,14675,2017-06-03 06:00:00,"['Silver, gray or bare metal']",Roam,122188,False,https://files.bikeindex.org/uploads/Pu/86710/large_GiantBikeRoam3.jpg,Giant,K270-23829,True,"Hayward,CA,94541",https://files.bikeindex.org/uploads/Pu/86710/small_GiantBikeRoam3.jpg,2017 Giant Roam,2017.0,94541,2017
14678,14678,2017-06-03 06:00:00,"['Silver, gray or bare metal', 'Yellow or Gold']",Dash 3,122263,False,https://files.bikeindex.org/uploads/Pu/86928/large_Jessica_Riding_Giant_Dash.jpg,Giant,absent,True,"Sherman Oaks,CA,91403",https://files.bikeindex.org/uploads/Pu/86928/small_Jessica_Riding_Giant_Dash.jpg,2010 Giant Dash 3,2010.0,91403,2017
14679,14679,2017-06-03 06:00:00,"['Red', 'Black']",2.1,122182,False,https://files.bikeindex.org/uploads/Pu/86681/large_5b9a5e60fa573d958d248cbf7af4104b56bdb2d1.jpg,Trek,WTU344C1916F,True,"San Francisco,CA,94133",https://files.bikeindex.org/uploads/Pu/86681/small_5b9a5e60fa573d958d248cbf7af4104b56bdb2d1.jpg,2011 Trek 2.1,2011.0,94133,2017
14681,14681,2017-06-03 06:00:00,['Black'],Nova,122173,False,https://files.bikeindex.org/uploads/Pu/86667/large_2005_Nova.jpg,Jamis,T04068980,True,"San Francisco,CA",https://files.bikeindex.org/uploads/Pu/86667/small_2005_Nova.jpg,2005 Jamis Nova,2005.0,,2017
14683,14683,2017-06-03 06:00:00,"['White', 'Red']",Ruby Compact,122265,True,https://bikebook.s3.amazonaws.com/uploads/Fr/3981/45735,Specialized,absent,True,"Sherman Oaks,CA,91403",https://bikebook.s3.amazonaws.com/uploads/Fr/3981/small_45735,2013 Specialized Ruby Compact,2013.0,91403,2017
14691,14691,2017-06-03 06:00:00,"['White', 'Red']",Ruby Compact,122264,False,https://files.bikeindex.org/uploads/Pu/86924/large_Jessica_Riding_Specialized_Ruby.jpg,Specialized,WSBC604056152H,True,"Sherman Oaks,CA,91403-1484",https://files.bikeindex.org/uploads/Pu/86924/small_Jessica_Riding_Specialized_Ruby.jpg,2013 Specialized Ruby Compact,2013.0,91403,2017
14695,14695,2017-06-02 23:23:09,['Black'],,122133,False,,Other,absent,True,"Los Angeles,CA,90012",,2017 Other,2017.0,90012,2017
14696,14696,2017-06-02 06:00:00,"['Silver, gray or bare metal']",,122100,False,,Diamondback,absent,True,"Chula Vista,CA,91915",,2015 Diamondback,2015.0,91915,2017
14703,14703,2017-06-02 06:00:00,"['White', 'Blue', 'Black']",Talon,122151,False,https://files.bikeindex.org/uploads/Pu/86642/large_Bike_Photo.jpg,Giant,L44D8344,True,"Palo Alto,CA,94303",https://files.bikeindex.org/uploads/Pu/86642/small_Bike_Photo.jpg,Giant Talon,,94303,2017
14707,14707,2017-06-02 06:00:00,['Yellow or Gold'],Sportif 2.3,122167,False,https://files.bikeindex.org/uploads/Pu/86665/large_16_FUJI_SPORTIF_2.3_SIDE.jpg,Fuji,WBD092L0527L,True,"Irvine,CA,92697",https://files.bikeindex.org/uploads/Pu/86665/small_16_FUJI_SPORTIF_2.3_SIDE.jpg,2016 Fuji Sportif 2.3,2016.0,92697,2017
14711,14711,2017-06-02 06:00:00,['Teal'],Strada,122088,False,,Bianchi,wbk747186k,True,"Berkeley,CA,94702",,2015 Bianchi Strada,2015.0,94702,2017
14716,14716,2017-06-02 06:00:00,"['Silver, gray or bare metal', 'Green']",Seek 0,122120,True,https://bikebook.s3.amazonaws.com/uploads/Fr/7464/Seek_0_Disc.jpg,Giant,GL274518,True,"San Francisco,CA",https://bikebook.s3.amazonaws.com/uploads/Fr/7464/small_Seek_0_Disc.jpg,2013 Giant Seek 0,2013.0,,2017
14721,14721,2017-06-02 06:00:00,['Black'],Amsterdam ,173533,False,,Electra,SG70300365,True,"San Francisco,94110",,2007 Electra Amsterdam,2007.0,94110,2017
14725,14725,2017-06-01 19:26:30,['Red'],Escape 3,121975,True,https://bikebook.s3.amazonaws.com/uploads/Fr/7463/Escape_3_v1_black.jpg,Giant,C92J7268,True,"San Francisco,CA,94117",https://bikebook.s3.amazonaws.com/uploads/Fr/7463/small_Escape_3_v1_black.jpg,2013 Giant Escape 3,2013.0,94117,2017
14731,14731,2017-06-01 06:00:00,['Purple'],Myka,122112,False,,Specialized,WSBC618010348M,True,"Modesto,CA,95350",,2017 Specialized Myka,2017.0,95350,2017
14737,14737,2017-06-01 06:00:00,['Blue'],Granite Peak,374501,False,,Trek,R4047WMF,True,"San Diego,CA,92182",,2017 Trek Granite Peak,2017.0,92182,2017
14746,14746,2017-06-01 06:00:00,"['White', 'Black', 'Silver, gray or bare metal']",1.5,75508,False,https://files.bikeindex.org/uploads/Pu/53042/large_White_Lightning.jpg,Trek,WTU007C1754E,True,"San Diego,CA,92110",https://files.bikeindex.org/uploads/Pu/53042/small_White_Lightning.jpg,2009 Trek 1.5,2009.0,92110,2017
14748,14748,2017-06-01 06:00:00,['Black'],FSRxc,121928,True,https://bikebook.s3.amazonaws.com/uploads/Fr/5090/5983,Specialized,M9EK14055,True,"San Francisco,94118",https://bikebook.s3.amazonaws.com/uploads/Fr/5090/small_5983,2010 Specialized FSRxc,2010.0,94118,2017
14756,14756,2017-06-01 06:00:00,"['White', 'Blue']",Defy 1,123040,True,https://bikebook.s3.amazonaws.com/uploads/Fr/7698/Defy_1_compact.jpg,Giant,absent,True,"San Francisco,CA,94107",https://bikebook.s3.amazonaws.com/uploads/Fr/7698/small_Defy_1_compact.jpg,2012 Giant Defy 1,2012.0,94107,2017
14762,14762,2017-06-01 04:35:12,"['Black', 'Blue']",Z95,121918,False,https://files.bikeindex.org/uploads/Pu/86478/large_bike.jpg,Felt,F505T7111,True,"San Francisco,CA,94107",https://files.bikeindex.org/uploads/Pu/86478/small_bike.jpg,2016 Felt Z95,2016.0,94107,2017
14765,14765,2017-06-01 03:06:53,"['Red', 'Black']",Ranger Mountain bike,121900,False,https://files.bikeindex.org/uploads/Pu/103948/large_sanket_bike_2__1_.jpeg,Schwinn,absent,True,"San Francisco,CA,94102",https://files.bikeindex.org/uploads/Pu/103948/small_sanket_bike_2__1_.jpeg,2017 Schwinn Ranger Mountain bike,2017.0,94102,2017
14769,14769,2017-05-31 06:00:00,['Red'],Momentum,122104,False,,Giant,K95004901,True,"Santa Barbara,CA,93101",,2016 Giant Momentum,2016.0,93101,2017
14770,14770,2017-05-31 06:00:00,['Red'],Sirrus Pro Disc,44372,False,https://files.bikeindex.org/uploads/Pu/86358/large_IMG_4303.jpg,Specialized,WSBC604895849J,True,"San Francisco,CA,94118",https://files.bikeindex.org/uploads/Pu/86358/small_IMG_4303.jpg,2015 Specialized Sirrus Pro Disc,2015.0,94118,2017
14773,14773,2017-05-31 06:00:00,['Red'],Allez,121879,False,https://files.bikeindex.org/uploads/Pu/86425/large_IMG_0407.JPG,Specialized,absent,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/86425/small_IMG_0407.JPG,1984 Specialized Allez,1984.0,94110,2017
14780,14780,2017-05-31 06:00:00,"['Silver, gray or bare metal']",podium,121816,False,,Diamondback,u131k24693,True,"Davis,CA,95618",,2013 Diamondback podium,2013.0,95618,2017
14782,14782,2017-05-31 06:00:00,['Red'],Sirrus Elite Disc,121941,False,https://files.bikeindex.org/uploads/Pu/86517/large_IMG_5100.JPG,Specialized,WSBC602058581K,True,"Oakland,CA,94606",https://files.bikeindex.org/uploads/Pu/86517/small_IMG_5100.JPG,2015 Specialized Sirrus Elite Disc,2015.0,94606,2017
14784,14784,2017-05-31 06:00:00,['Black'],Omni Strada,121829,False,,Motobecane,absent,True,"Los Angeles,CA,90066",,2016 Motobecane Omni Strada,2016.0,90066,2017
14792,14792,2017-05-31 06:00:00,"['Silver, gray or bare metal']",8.2 DS,121934,False,,Trek,WTU041C0187J,True,"Sacramento,CA,95834",,Trek 8.2 DS,,95834,2017
14796,14796,2017-05-30 17:48:16,['Black'],Advanced T-Mobile Pro,121720,False,,Giant,GB6A128,True,"Berkeley,CA,94709",,2005 Giant Advanced T-Mobile Pro,2005.0,94709,2017
14799,14799,2017-05-30 13:49:00,['White'],Blue Water Bottle cage ,121690,False,,Pure Fix,NHS201305383,True,"Santa Rosa,CA,95404",,Pure Fix Blue Water Bottle cage,,95404,2017
14802,14802,2017-05-30 06:00:00,['Red'],cruiser electric bike ,121824,False,https://files.bikeindex.org/uploads/Pu/86365/large_IMG_5675.JPG,Pedego,absent,True,"Santa Rosa,CA,95404",https://files.bikeindex.org/uploads/Pu/86365/small_IMG_5675.JPG,2014 Pedego cruiser electric bike,2014.0,95404,2017
14803,14803,2017-05-30 06:00:00,"['Black', 'Green']",Panamao x3,121775,False,,Ghost,WCR1206998K,True,"Pleasanton,CA,94588",,2016 Ghost Panamao x3,2016.0,94588,2017
14806,14806,2017-05-30 06:00:00,"['Black', 'White']",Sirrus,122733,False,https://files.bikeindex.org/uploads/Pu/87098/large_bike2.jpg,Specialized,WSBC602215648K,True,"San Diego,CA,92108",https://files.bikeindex.org/uploads/Pu/87098/small_bike2.jpg,2016 Specialized Sirrus,2016.0,92108,2017
14813,14813,2017-05-30 06:00:00,['Blue'],hybrid,121838,False,https://files.bikeindex.org/uploads/Pu/86377/large_IMG_9083.JPG,Diamondback,DAP16F001998,True,"San Mateo,CA,94401",https://files.bikeindex.org/uploads/Pu/86377/small_IMG_9083.JPG,2016 Diamondback hybrid,2016.0,94401,2017
14817,14817,2017-05-30 06:00:00,['Red'],TRANCE 27.5 3,121800,False,https://files.bikeindex.org/uploads/Pu/86360/large_Giant_Trance_3.JPG,Giant,Gv303078,True,"San Clemente,CA,92672",https://files.bikeindex.org/uploads/Pu/86360/small_Giant_Trance_3.JPG,2014 Giant TRANCE 27.5 3,2014.0,92672,2017
14821,14821,2017-05-30 06:00:00,"['Black', 'Green']",Sidewinder,121786,False,https://files.bikeindex.org/uploads/Pu/86317/large_StolenBike.jpg,Schwinn,absent,True,"San Diego,CA,92130",https://files.bikeindex.org/uploads/Pu/86317/small_StolenBike.jpg,Schwinn Sidewinder,,92130,2017
14832,14832,2017-05-29 06:00:00,['Blue'],Adult Trticyle,121615,False,https://files.bikeindex.org/uploads/Pu/86169/large_trike.jpeg,Schwinn,absent,True,"El Cerr'to,CA,94530",https://files.bikeindex.org/uploads/Pu/86169/small_trike.jpeg,2016 Schwinn Adult Trticyle,2016.0,94530,2017
14868,14868,2017-05-28 06:00:00,['Black'],Sasutour 011 series,121563,False,https://files.bikeindex.org/uploads/Pu/86496/large_20170202_095423.jpg,Marin Bikes,CA11260gsd227,True,"Los Angeles,CA,90007",https://files.bikeindex.org/uploads/Pu/86496/small_20170202_095423.jpg,Marin Bikes Sasutour 011 series,,90007,2017
14869,14869,2017-05-28 06:00:00,['Black'],Allez,121564,False,https://files.bikeindex.org/uploads/Pu/86129/large_Screen_Shot_2017-05-28_at_8.47.08_PM.png,Specialized,absent,True,"Los Angeles,CA,90027",https://files.bikeindex.org/uploads/Pu/86129/small_Screen_Shot_2017-05-28_at_8.47.08_PM.png,2017 Specialized Allez,2017.0,90027,2017
14870,14870,2017-05-28 06:00:00,"['Black', 'Blue']",Roubaix 2.0 LE,122767,False,https://files.bikeindex.org/uploads/Pu/87108/large_20170527_161439.jpg,Fuji,WBD173L0386L,True,"Santa Monica,CA,90401",https://files.bikeindex.org/uploads/Pu/87108/small_20170527_161439.jpg,2016 Fuji Roubaix 2.0 LE,2016.0,90401,2017
14871,14871,2017-05-28 06:00:00,['Black'],Trail 5,121557,True,https://bikebook.s3.amazonaws.com/uploads/Fr/11442/c14_26m_trail_5_blk.png,Cannondale,GM82270,True,"San Diego,CA",https://bikebook.s3.amazonaws.com/uploads/Fr/11442/small_c14_26m_trail_5_blk.png,2014 Cannondale Trail 5,2014.0,,2017
14872,14872,2017-05-28 06:00:00,['Black'],P2,122958,False,https://files.bikeindex.org/uploads/Pu/87259/large_2016-09-10_12.05.02.jpg,Cervélo,SNP2C11K50305,True,"Danville,CA,94526",https://files.bikeindex.org/uploads/Pu/87259/small_2016-09-10_12.05.02.jpg,2012 Cervélo P2,2012.0,94526,2017
14873,14873,2017-05-28 06:00:00,['Black'],DB 6061-T6 Aluminum Sport Hybrid Geometry,121544,False,https://files.bikeindex.org/uploads/Pu/86120/large_diamondback_bike.png,Diamondback,DAF15B010417,True,"Santa Maria,CA,93454",https://files.bikeindex.org/uploads/Pu/86120/small_diamondback_bike.png,2016 Diamondback DB 6061-T6 Aluminum Sport Hybrid Geometry,2016.0,93454,2017
